t,missing,delta_l1,delta_l1_wrist,delta_angles,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
2574,0,0.148554,0.193896,0.775583,0.653558,0.499284,0.001610,0.587834,0.629220,0.000957,0.437695,0.640505,-0.001927,0.354531,0.518290,-0.001143,0.408764,0.378914,0.000759,0.551470,0.344841,-0.001783,0.660876,0.449409,-0.000248,0.632449,0.594625,-0.002965,0.495848,0.643071,0.000533,0.377280,0.554045,-0.002524,0.391144,0.404534,0.000284,0.523401,0.335061,0.001952,0.651488,0.403104,0.000920,0.663226,0.553949,0.001002,0.551125,0.637627,0.002522,0.410085,0.584832,-0.001931,0.385279,0.440247,0.001149,0.492116,0.336394,-0.001935,0.637609,0.366607,0.002589,0.688102,0.502920,-0.000789,0.602235,0.618260,-0.000436
2607,0,0.187790,0.244630,0.978519,0.658874,0.498757,-0.002193,0.588844,0.631080,0.000162,0.438159,0.643364,0.000672,0.346671,0.520756,0.000774,0.407274,0.375895,0.001132,0.557584,0.345860,-0.001277,0.664909,0.448592,0.000152,0.636518,0.596302,-0.002222,0.493304,0.649002,0.000791,0.373476,0.554430,0.000656,0.388199,0.406609,-0.002991,0.519846,0.331183,-0.002292,0.659900,0.404712,0.002994,0.669379,0.552629,0.000362,0.550508,0.640150,-0.001793,0.408225,0.589858,-0.001153,0.380183,0.437290,-0.002963,0.491482,0.329598,0.001346,0.641403,0.360090,-0.001946,0.693763,0.503794,0.001035,0.607207,0.626551,0.000874
2640,0,0.180977,0.236762,0.947047,0.662746,0.500763,0.002352,0.590214,0.635050,0.001704,0.435711,0.647541,0.002011,0.343569,0.521332,-0.001107,0.401765,0.370999,0.001113,0.557994,0.341161,-0.000878,0.671188,0.447178,-0.002813,0.639680,0.600754,0.002054,0.492730,0.652461,0.000571,0.371803,0.559626,0.001232,0.382238,0.398592,-0.000517,0.522703,0.324570,-0.000289,0.664132,0.398912,-0.001186,0.671458,0.557137,0.001667,0.552749,0.646990,-0.002850,0.406175,0.590904,-0.001859,0.378580,0.438508,0.000142,0.490841,0.324289,0.002231,0.645470,0.362325,0.001060,0.696814,0.506756,-0.000244,0.607741,0.628814,-0.002975
2673,0,0.158888,0.259047,1.036189,0.669737,0.501122,0.000566,0.589830,0.639447,-0.002723,0.434567,0.650936,-0.001125,0.340995,0.519460,0.002353,0.397673,0.367661,-0.001340,0.556327,0.334369,-0.002294,0.670382,0.445940,-0.002908,0.640747,0.602895,-0.001761,0.490783,0.656275,-0.002151,0.366937,0.558582,-0.001531,0.377183,0.399750,-0.000968,0.522402,0.319639,-0.000176,0.666097,0.395951,-0.002677,0.677232,0.555302,0.000577,0.551411,0.653590,0.001196,0.403721,0.592566,0.001905,0.373211,0.436904,0.000201,0.490851,0.323844,-0.000206,0.644158,0.358355,0.002518,0.703065,0.505784,0.001107,0.609469,0.632385,-0.001610
2706,0,0.168023,0.162522,0.650086,0.669771,0.502167,0.000702,0.597100,0.642605,0.001198,0.433652,0.655612,0.002294,0.336007,0.518374,-0.000148,0.395055,0.366030,-0.001975,0.560235,0.331240,-0.002236,0.674218,0.448006,0.001781,0.642196,0.606523,0.001755,0.491254,0.661009,-0.000519,0.362531,0.561937,0.002843,0.375462,0.395784,0.001883,0.523305,0.319279,-0.000388,0.670385,0.396283,-0.001583,0.682538,0.556496,0.002585,0.551886,0.655738,0.000553,0.399545,0.596808,0.001932,0.365887,0.437380,-0.002582,0.484482,0.320073,0.001628,0.648471,0.353225,0.000961,0.705035,0.508595,0.002324,0.612376,0.637322,-0.002999
2739,0,0.188363,0.230930,0.923721,0.673595,0.497895,0.000188,0.596279,0.647326,-0.001826,0.431966,0.656676,0.000422,0.334523,0.520624,0.002660,0.392754,0.365914,-0.000934,0.557379,0.323552,0.002919,0.680141,0.442668,-0.001235,0.645687,0.608735,-0.002681,0.491654,0.667769,-0.000845,0.360069,0.565609,-0.001589,0.373776,0.393773,-0.001091,0.522074,0.312577,0.000271,0.673252,0.393566,-0.001871,0.684759,0.563376,0.002040,0.549952,0.663049,0.001020,0.394318,0.596695,-0.002906,0.365054,0.433331,-0.000380,0.488591,0.311577,0.000853,0.651522,0.349777,0.001734,0.712356,0.506890,-0.001921,0.611762,0.640730,-0.000300
2772,0,0.182739,0.217934,0.871737,0.679132,0.498115,0.000627,0.599722,0.652546,-0.001580,0.429104,0.661139,0.000277,0.327003,0.525271,0.000409,0.391573,0.357455,-0.000111,0.562202,0.320246,0.001388,0.687732,0.446607,0.001673,0.649492,0.608727,0.002339,0.487341,0.669919,0.001450,0.356759,0.562650,0.000802,0.370756,0.390951,-0.002683,0.521858,0.310673,-0.000187,0.675970,0.391232,0.001403,0.688867,0.565394,0.001789,0.551348,0.661521,0.002537,0.394753,0.603414,0.000382,0.356990,0.432016,-0.001986,0.481780,0.312891,0.001853,0.655603,0.345543,-0.002505,0.716000,0.510087,-0.001333,0.611250,0.643016,0.002147
2805,0,0.094877,0.096199,0.384797,0.679223,0.499378,-0.000521,0.599401,0.649907,-0.000085,0.429586,0.661292,0.000321,0.327777,0.522881,0.000579,0.390093,0.359111,-0.000568,0.561754,0.321840,-0.000006,0.685620,0.444138,-0.000419,0.649607,0.611478,-0.000463,0.490185,0.669837,0.000228,0.354405,0.564567,-0.000532,0.368805,0.391758,0.000394,0.523201,0.309054,-0.000192,0.676223,0.391376,-0.000568,0.689933,0.561849,0.000684,0.552531,0.664595,0.000739,0.393549,0.601317,0.000668,0.359841,0.432907,-0.000109,0.485139,0.310522,-0.000264,0.654484,0.346180,0.000247,0.715793,0.508415,0.000399,0.613830,0.644472,-0.000488
2838,0,0.035411,0.044919,0.179675,0.679740,0.500304,-0.000512,0.599331,0.650741,0.000531,0.428313,0.661030,-0.000634,0.327715,0.521953,-0.000347,0.389853,0.359013,-0.000653,0.561761,0.322644,0.000537,0.685551,0.443926,0.000333,0.649094,0.611828,-0.000592,0.490060,0.670724,0.000106,0.354744,0.565815,0.000313,0.368572,0.392023,0.000698,0.523019,0.309678,-0.000358,0.675777,0.392062,0.000432,0.689058,0.562089,-0.000682,0.553056,0.664122,-0.000268,0.392552,0.602781,-0.000377,0.359526,0.432164,0.000686,0.484647,0.309434,-0.000013,0.654287,0.347252,-0.000451,0.716196,0.508638,0.000345,0.612820,0.643647,0.000114
2871,0,0.032066,0.038425,0.153702,0.679601,0.499913,0.000634,0.598693,0.650689,0.000693,0.429357,0.661300,0.000320,0.328449,0.522521,0.000025,0.391048,0.359761,-0.000102,0.561610,0.322843,0.000457,0.684895,0.442911,0.000727,0.650211,0.611229,0.000108,0.490506,0.669859,0.000291,0.353838,0.565393,0.000734,0.368312,0.392132,0.000737,0.522125,0.308937,0.000426,0.676130,0.390899,-0.000737,0.689155,0.562136,0.000313,0.553247,0.664518,-0.000225,0.392592,0.602264,0.000377,0.359045,0.431686,0.000352,0.484619,0.309931,-0.000699,0.654922,0.346515,0.000054,0.716502,0.507897,0.000793,0.612714,0.643620,0.000460
2904,0,0.033288,0.037217,0.148867,0.679269,0.499389,0.000491,0.599522,0.650398,0.000285,0.429692,0.661112,0.000127,0.328481,0.521661,-0.000573,0.390590,0.359730,0.000669,0.560332,0.322716,-0.000591,0.684306,0.442985,-0.000308,0.650172,0.611187,-0.000527,0.489956,0.670593,-0.000630,0.353992,0.565660,-0.000447,0.369454,0.391958,0.000498,0.523568,0.309287,-0.000281,0.676655,0.391538,-0.000580,0.689879,0.563099,0.000423,0.552762,0.664046,-0.000607,0.392682,0.601916,0.000314,0.359707,0.432079,0.000681,0.483736,0.309308,0.000556,0.655037,0.347267,-0.000775,0.715946,0.507188,-0.000513,0.612797,0.644573,0.000619
2937,0,0.031477,0.049998,0.199994,0.679866,0.500492,0.000436,0.599562,0.649995,0.000224,0.429131,0.661533,0.000701,0.327978,0.521662,-0.000512,0.390344,0.360496,0.000204,0.561511,0.322150,-0.000793,0.684408,0.443093,0.000048,0.649055,0.611037,0.000418,0.489874,0.669635,0.000433,0.354251,0.564824,-0.000490,0.369442,0.392373,0.000750,0.522756,0.308484,0.000272,0.675163,0.391649,-0.000344,0.689236,0.562365,0.000488,0.553026,0.663579,0.000385,0.393936,0.601533,0.000457,0.359597,0.431563,0.000632,0.484825,0.310097,-0.000278,0.654375,0.347105,-0.000279,0.716413,0.507700,-0.000643,0.613835,0.644922,-0.000199
2970,0,0.034224,0.042352,0.169407,0.679553,0.499954,-0.000025,0.599879,0.649897,0.000685,0.429022,0.661493,-0.000582,0.328153,0.522613,0.000761,0.389868,0.359179,0.000308,0.560355,0.321812,0.000563,0.684764,0.443179,-0.000250,0.650321,0.611423,0.000463,0.490031,0.670263,-0.000528,0.354749,0.565749,-0.000662,0.369538,0.392059,0.000793,0.522943,0.309541,-0.000353,0.676262,0.391795,-0.000405,0.689064,0.562757,0.000627,0.552760,0.663748,0.000118,0.392464,0.602820,-0.000736,0.359574,0.432607,-0.000746,0.484520,0.309915,0.000477,0.655371,0.346746,-0.000415,0.716060,0.507198,0.000371,0.614175,0.643742,-0.000327
3003,0,0.036287,0.044623,0.178491,0.680236,0.499345,-0.000032,0.598942,0.650790,0.000573,0.429489,0.660913,-0.000072,0.328236,0.523000,-0.000151,0.390808,0.359568,-0.000057,0.561273,0.322970,-0.000687,0.685460,0.443438,-0.000748,0.649584,0.610889,0.000714,0.489878,0.670556,0.000460,0.353326,0.565791,0.000377,0.368255,0.392789,0.000279,0.523417,0.308379,-0.000215,0.676084,0.391202,-0.000520,0.689434,0.561937,0.000335,0.552140,0.665079,-0.000418,0.392638,0.602017,0.000703,0.359749,0.432912,-0.000464,0.484863,0.309509,-0.000236,0.654485,0.347111,-0.000357,0.715268,0.507730,-0.000022,0.613497,0.643726,0.000336
3036,0,0.031726,0.035057,0.140229,0.680285,0.500053,-0.000332,0.599448,0.650945,0.000713,0.429588,0.662379,-0.000695,0.328428,0.522334,-0.000672,0.390981,0.359437,0.000731,0.560434,0.322035,0.000315,0.684825,0.444305,0.000033,0.649906,0.610927,0.000751,0.489876,0.669496,-0.000245,0.353907,0.565413,-0.000334,0.368268,0.392671,-0.000428,0.523513,0.309233,-0.000141,0.675642,0.391651,-0.000278,0.689490,0.562945,0.000547,0.552525,0.663996,-0.000589,0.393719,0.601527,-0.000384,0.359596,0.432931,0.000432,0.483746,0.309713,-0.000071,0.654323,0.347501,0.000339,0.715623,0.508735,0.000543,0.613763,0.644596,-0.000554
3069,0,0.033197,0.039246,0.156983,0.679581,0.499266,-0.000293,0.598657,0.650081,-0.000505,0.429194,0.660929,-0.000293,0.327552,0.522198,0.000064,0.389804,0.359458,0.000673,0.560906,0.322393,-0.000567,0.684764,0.443418,-0.000793,0.650084,0.612019,-0.000270,0.490139,0.670043,-0.000336,0.354707,0.565950,0.000118,0.368402,0.392181,0.000651,0.522704,0.309304,0.000371,0.676534,0.390840,0.000082,0.689033,0.562473,0.000545,0.552526,0.663657,-0.000712,0.393482,0.602185,-0.000445,0.360318,0.431822,-0.000764,0.484532,0.309861,0.000274,0.654197,0.346841,-0.000489,0.715675,0.508146,0.000709,0.614108,0.644108,-0.000563
3102,0,0.034267,0.042893,0.171573,0.680566,0.499791,-0.000203,0.598910,0.650227,0.000764,0.429692,0.661014,0.000365,0.327712,0.523190,0.000486,0.390006,0.360265,0.000753,0.560937,0.323028,-0.000577,0.684970,0.443043,-0.000468,0.649662,0.611846,0.000779,0.489116,0.670821,0.000410,0.353338,0.565036,0.000663,0.368830,0.392166,0.000336,0.523205,0.308421,-0.000502,0.675705,0.391503,-0.000732,0.689862,0.563165,-0.000314,0.552708,0.664251,-0.000757,0.392460,0.601672,0.000730,0.360156,0.432133,0.000246,0.485099,0.309816,-0.000013,0.655158,0.346414,-0.000609,0.715610,0.508769,-0.000693,0.613848,0.644460,0.000105
3135,0,0.033993,0.035585,0.142342,0.680589,0.500205,-0.000038,0.599565,0.649856,0.000020,0.429214,0.662226,-0.000539,0.327095,0.522113,0.000605,0.389761,0.359237,-0.000364,0.560930,0.323053,-0.000230,0.684494,0.443753,0.000698,0.649725,0.611684,-0.000507,0.489161,0.670489,0.000070,0.354592,0.565704,0.000296,0.368649,0.392373,0.000301,0.522150,0.309130,0.000517,0.675114,0.391446,-0.000203,0.689316,0.562375,0.000657,0.551977,0.663757,-0.000446,0.392758,0.602687,0.000181,0.360152,0.432218,0.000051,0.484552,0.310359,-0.000618,0.654794,0.346145,0.000510,0.716644,0.507945,-0.000301,0.613235,0.644837,0.000624
3168,0,0.029116,0.031573,0.126292,0.680156,0.500422,-0.000253,0.599590,0.649711,0.000503,0.428649,0.662244,-0.000572,0.327364,0.521802,-0.000592,0.389670,0.360081,0.000454,0.560384,0.322833,0.000412,0.684099,0.443078,0.000469,0.649724,0.610552,-0.000610,0.489415,0.669390,0.000268,0.354404,0.565633,0.000672,0.368496,0.392718,-0.000504,0.522559,0.308347,0.000553,0.676601,0.392135,-0.000243,0.688797,0.562631,0.000366,0.552200,0.664422,-0.000641,0.393381,0.601274,-0.000453,0.359128,0.431828,0.000643,0.484530,0.310706,-0.000642,0.654399,0.346829,0.000332,0.715753,0.508121,-0.000097,0.614187,0.643820,-0.000232
3201,0,0.036650,0.043429,0.173716,0.679807,0.499543,-0.000436,0.598635,0.651240,-0.000602,0.428470,0.661091,0.000420,0.328129,0.522493,-0.000735,0.390069,0.359161,-0.000346,0.561220,0.322093,0.000762,0.684741,0.443791,-0.000335,0.650271,0.610760,-0.000689,0.490356,0.670046,0.000287,0.353483,0.565979,-0.000013,0.368335,0.391977,0.000254,0.522133,0.308431,-0.000159,0.676039,0.390780,0.000680,0.690105,0.561934,0.000760,0.552355,0.664461,0.000785,0.392653,0.602593,0.000360,0.359267,0.432519,0.000131,0.484107,0.310412,0.000230,0.654697,0.346784,0.000165,0.715814,0.507953,-0.000354,0.613884,0.643703,-0.000399
